Date,Close,High,Low,Open,Volume,Asset
2019-01-28,2643.85009765625,2644.969970703125,2624.06005859375,2644.969970703125,3630820000,SP500
2019-01-29,3448.116943359375,3476.0654296875,3400.81982421875,3468.8701171875,5897159493,Bitcoin
2019-01-29,105.59821319580078,107.16578674316406,103.99922943115234,106.72195434570312,2900418606,Ethereum
2019-01-29,123.9800033569336,124.0,123.45999908447266,123.70999908447266,11610200,Gold
2019-01-29,2640.0,2650.929931640625,2631.050048828125,2644.889892578125,3518070000,SP500
2019-01-30,3486.181640625,3495.1748046875,3429.387939453125,3443.89697265625,5955112627,Bitcoin
2019-01-30,108.90753936767578,109.4529800415039,104.8437957763672,105.4072036743164,2874370355,Ethereum
2019-01-30,124.69000244140624,125.06999969482422,123.6999969482422,123.91000366210938,12104000,Gold
2019-01-30,2681.050048828125,2690.43994140625,2648.340087890625,2653.6201171875,3883270000,SP500
2019-01-31,3457.792724609375,3504.804931640625,3447.915771484375,3485.4091796875,5831198271,Bitcoin
2019-01-31,107.0610122680664,110.45835876464844,106.52535247802734,108.90077209472656,2828796031,Ethereum
2019-01-31,124.75,125.2300033569336,124.62000274658205,125.18000030517578,10209500,Gold
2019-01-31,2704.10009765625,2708.949951171875,2678.64990234375,2685.489990234375,4953800000,SP500
2019-02-01,3487.9453125,3501.9541015625,3431.591552734375,3460.547119140625,5422926707,Bitcoin
2019-02-01,107.60978698730467,108.63871002197266,105.04650115966795,107.1476821899414,2541271519,Ethereum
2019-02-01,124.5,125.0500030517578,124.37000274658205,124.88999938964844,12485500,Gold
2019-02-01,2706.530029296875,2716.659912109375,2696.8798828125,2702.320068359375,3782490000,SP500
2019-02-02,3521.060791015625,3523.287353515625,3467.57470703125,3484.6259765625,5071623601,Bitcoin
2019-02-02,110.43025970458984,110.65387725830078,106.7640151977539,107.46641540527344,2385157838,Ethereum
2019-02-03,3464.013427734375,3521.38818359375,3447.92431640625,3516.1396484375,5043937584,Bitcoin
2019-02-03,107.49266815185548,110.82735443115234,106.5639877319336,110.49031829833984,2519334757,Ethereum
2019-02-04,3459.154052734375,3476.223876953125,3442.5869140625,3467.211669921875,5332718886,Bitcoin
2019-02-04,107.82160186767578,108.70103454589844,107.06742095947266,107.62582397460938,2491888675,Ethereum
2019-02-04,123.95999908447266,124.29000091552734,123.81999969482422,123.98999786376952,6878900,Gold
2019-02-04,2724.8701171875,2724.989990234375,2698.75,2706.489990234375,3369450000,SP500
2019-02-05,3466.357421875,3478.148193359375,3451.93701171875,3454.950927734375,5227549545,Bitcoin
2019-02-05,107.44351959228516,108.1347885131836,106.90989685058594,107.62816619873048,2515863999,Ethereum
2019-02-05,124.27999877929688,124.41999816894533,124.0500030517578,124.29000091552734,6291100,Gold
2019-02-05,2737.699951171875,2738.97998046875,2724.030029296875,2728.340087890625,3597620000,SP500
2019-02-06,3413.767822265625,3469.091796875,3398.5654296875,3469.091796875,5482196038,Bitcoin
2019-02-06,104.9192886352539,107.56930541992188,102.93456268310548,107.56930541992188,2593048199,Ethereum
2019-02-06,123.44000244140624,124.19000244140624,123.4000015258789,124.16000366210938,6595100,Gold
2019-02-06,2731.610107421875,2738.080078125,2724.14990234375,2735.050048828125,3486590000,SP500
2019-02-07,3399.4716796875,3427.945556640625,3394.218505859375,3414.929443359375,5004962683,Bitcoin
2019-02-07,104.5353012084961,106.05887603759766,104.4091339111328,104.83577728271484,2326764622,Ethereum
2019-02-07,123.73999786376952,123.9499969482422,123.44000244140624,123.8000030517578,5935500,Gold
2019-02-07,2706.050048828125,2719.320068359375,2687.260009765625,2717.530029296875,4114040000,SP500
2019-02-08,3666.7802734375,3695.614013671875,3391.023681640625,3401.37646484375,7735623101,Bitcoin
2019-02-08,119.26774597167967,119.80581665039062,104.1944351196289,104.64505004882812,3656841347,Ethereum
2019-02-08,124.20999908447266,124.33000183105467,123.9800033569336,124.0500030517578,4235200,Gold
2019-02-08,2707.8798828125,2708.070068359375,2681.830078125,2692.360107421875,3649510000,SP500
2019-02-09,3671.20361328125,3679.94140625,3646.559326171875,3671.5859375,6158833645,Bitcoin
2019-02-09,119.4308853149414,120.68973541259766,118.00040435791016,119.214111328125,2884650400,Ethereum
2019-02-10,3690.188232421875,3695.0361328125,3640.97998046875,3673.201416015625,6282256903,Bitcoin
2019-02-10,124.80648803710938,124.85362243652344,117.10577392578124,119.40896606445312,3148766590,Ethereum
2019-02-11,3648.4306640625,3695.613037109375,3642.287841796875,3695.613037109375,6277056434,Bitcoin
2019-02-11,121.29839324951172,124.8715362548828,120.31175231933594,124.8715362548828,3222473887,Ethereum
2019-02-11,123.5999984741211,123.81999969482422,123.19000244140624,123.19000244140624,4821800,Gold
2019-02-11,2709.800048828125,2718.050048828125,2703.7900390625,2712.39990234375,3395330000,SP500
2019-02-12,3653.528564453125,3668.5869140625,3618.556884765625,3642.751953125,6480384532,Bitcoin
2019-02-12,122.5722885131836,123.46829986572266,119.60002136230467,121.17857360839844,3149576429,Ethereum
2019-02-12,123.86000061035156,124.02999877929688,123.61000061035156,123.95999908447266,4271900,Gold
2019-02-12,2744.72998046875,2748.18994140625,2722.610107421875,2722.610107421875,3843020000,SP500
2019-02-13,3632.070556640625,3669.74658203125,3617.246337890625,3653.60400390625,6438903823,Bitcoin
2019-02-13,122.55360412597656,125.55069732666016,121.61249542236328,122.5442886352539,3386585799,Ethereum
2019-02-13,123.37000274658205,124.5500030517578,123.30999755859376,123.83999633789062,7640500,Gold
2019-02-13,2753.030029296875,2761.85009765625,2748.6298828125,2750.300048828125,3684910000,SP500
2019-02-14,3616.880859375,3646.256591796875,3607.69775390625,3631.170166015625,6271044418,Bitcoin
2019-02-14,121.39020538330078,124.45198822021484,121.33489227294922,122.41698455810548,3331701628,Ethereum
2019-02-14,124.05999755859376,124.1999969482422,123.52999877929688,123.83999633789062,6276500,Gold
2019-02-14,2745.72998046875,2757.89990234375,2731.22998046875,2743.5,3845390000,SP500
2019-02-15,3620.810791015625,3647.795166015625,3608.20654296875,3617.368408203125,6091952231,Bitcoin
2019-02-15,122.1003875732422,123.66012573242188,121.37191772460938,121.45369720458984,3021741615,Ethereum
2019-02-15,124.8000030517578,125.0,124.18000030517578,124.58999633789062,12190100,Gold
2019-02-15,2775.60009765625,2775.659912109375,2760.239990234375,2760.239990234375,3648680000,SP500
2019-02-16,3629.78759765625,3652.84130859375,3615.270263671875,3615.270263671875,5934744052,Bitcoin
2019-02-16,123.26021575927734,124.1348114013672,122.29530334472656,122.39645385742188,2905833287,Ethereum
2019-02-17,3673.836181640625,3680.537353515625,3619.18212890625,3633.359375,7039512503,Bitcoin
2019-02-17,133.598876953125,134.46009826660156,123.09161376953124,123.1820831298828,4236081130,Ethereum
2019-02-18,3915.71435546875,3936.6650390625,3669.982421875,3671.369873046875,9908216640,Bitcoin
2019-02-18,146.09837341308594,147.68658447265625,133.00193786621094,133.0325469970703,5387525773,Ethereum
2019-02-19,3947.094482421875,4010.87939453125,3908.153076171875,3911.66162109375,9933626655,Bitcoin
2019-02-19,145.34619140625,149.9299774169922,145.1284637451172,146.39881896972656,5310842625,Ethereum
2019-02-19,126.6999969482422,126.79000091552734,125.93000030517578,125.9800033569336,15614000,Gold
2019-02-19,2779.760009765625,2787.330078125,2767.2900390625,2769.280029296875,3535270000,SP500
2019-02-20,3999.820556640625,4000.486328125,3926.246826171875,3946.68505859375,8693373948,Bitcoin
2019-02-20,149.55433654785156,149.55433654785156,142.5021209716797,145.1727294921875,4500094965,Ethereum
2019-02-20,126.4800033569336,127.20999908447266,126.30999755859376,127.0,8889700,Gold
2019-02-20,2784.699951171875,2789.8798828125,2774.06005859375,2779.050048828125,3904830000,SP500
2019-02-21,3954.1181640625,4010.009521484375,3940.108154296875,4000.2568359375,7775128102,Bitcoin
2019-02-21,146.13084411621094,149.35232543945312,144.56381225585938,149.35232543945312,3995766856,Ethereum
2019-02-21,125.0500030517578,126.22000122070312,125.0500030517578,126.1500015258789,8634600,Gold
2019-02-21,2774.8798828125,2781.580078125,2764.550048828125,2780.239990234375,3598260000,SP500
2019-02-22,4005.526611328125,4006.538330078125,3950.81640625,3952.406494140625,7826525254,Bitcoin
2019-02-22,149.0924530029297,149.26861572265625,145.20654296875,146.07325744628906,3731099284,Ethereum
2019-02-22,125.5,125.9499969482422,125.38999938964844,125.52999877929688,5439400,Gold
2019-02-22,2792.669921875,2794.199951171875,2779.110107421875,2780.669921875,3429350000,SP500
2019-02-23,4142.52685546875,4166.2861328125,3968.726806640625,3998.916259765625,8922258316,Bitcoin
2019-02-23,158.79542541503906,159.12586975097656,147.3310546875,148.67662048339844,4519468458,Ethereum
2019-02-24,3810.427490234375,4210.6416015625,3793.708984375,4145.4580078125,10794227451,Bitcoin
2019-02-24,135.8526611328125,165.54962158203125,135.8526611328125,158.90240478515625,5957715043,Ethereum
2019-02-25,3882.6962890625,3913.707275390625,3807.00244140625,3807.00244140625,9318796067,Bitcoin
2019-02-25,139.82286071777344,142.52557373046875,135.4838409423828,135.49972534179688,4914392068,Ethereum
2019-02-25,125.37000274658205,125.9000015258789,125.2300033569336,125.77999877929688,4882600,Gold
2019-02-25,2796.110107421875,2813.489990234375,2794.989990234375,2804.35009765625,3860260000,SP500
2019-02-26,3854.35791015625,3891.578857421875,3837.986328125,3878.697265625,7931218996,Bitcoin
2019-02-26,138.0896759033203,139.9764404296875,136.57960510253906,139.64608764648438,3791292839,Ethereum
2019-02-26,125.58000183105467,125.62000274658205,125.0500030517578,125.33000183105467,5153200,Gold
2019-02-26,2793.89990234375,2803.1201171875,2789.469970703125,2792.360107421875,3676200000,SP500
2019-02-27,3851.04736328125,3888.802490234375,3787.058837890625,3857.479736328125,8301309684,Bitcoin
2019-02-27,136.12596130371094,141.3362274169922,131.60292053222656,138.02957153320312,4469776860,Ethereum
2019-02-27,124.69000244140624,125.2300033569336,124.4000015258789,125.16999816894533,7935600,Gold
2019-02-27,2792.3798828125,2795.760009765625,2775.1298828125,2787.5,3771790000,SP500
2019-02-28,3854.785400390625,3906.058349609375,3845.8212890625,3848.261962890625,8399767798,Bitcoin
2019-02-28,136.74624633789062,138.84713745117188,135.6575927734375,136.2830810546875,4535438953,Ethereum
2019-02-28,123.98999786376952,124.70999908447266,123.9800033569336,124.70999908447266,7811700,Gold
2019-02-28,2784.489990234375,2793.72998046875,2782.510009765625,2788.110107421875,4445780000,SP500
2019-03-01,3859.583740234375,3907.79541015625,3851.6923828125,3853.757080078125,7661247975,Bitcoin
2019-03-01,136.44361877441406,138.99526977539062,136.43478393554688,136.83624267578125,3756124824,Ethereum
2019-03-01,121.87999725341795,123.95999908447266,121.87000274658205,123.4800033569336,16411700,Gold
2019-03-01,2803.68994140625,2808.02001953125,2787.3798828125,2798.219970703125,3994950000,SP500
2019-03-02,3864.4150390625,3874.607421875,3832.1279296875,3855.318115234375,7578786076,Bitcoin
2019-03-02,134.2069549560547,137.18479919433594,132.43638610839844,136.35008239746094,3747176425,Ethereum
2019-03-03,3847.17578125,3875.483642578125,3836.90576171875,3862.26611328125,7253558152,Bitcoin
2019-03-03,132.24942016601562,135.8492889404297,131.328857421875,134.78611755371094,3454374053,Ethereum
2019-03-04,3761.55712890625,3867.3818359375,3733.749755859375,3845.091552734375,9029175788,Bitcoin
2019-03-04,127.7741241455078,132.72914123535156,125.40270233154295,132.1578826904297,4008171341,Ethereum
2019-03-04,121.55999755859376,121.8499984741211,121.18000030517578,121.55999755859376,10272600,Gold
2019-03-04,2792.81005859375,2816.8798828125,2767.659912109375,2814.3701171875,3949730000,SP500
2019-03-05,3896.375,3903.916748046875,3745.18310546875,3759.83251953125,10174126415,Bitcoin
2019-03-05,137.8223876953125,138.22998046875,126.73529815673828,127.79295349121094,4764849990,Ethereum
2019-03-05,121.72000122070312,121.7300033569336,121.02999877929688,121.37999725341795,7120100,Gold
2019-03-05,2789.64990234375,2796.43994140625,2782.969970703125,2794.409912109375,3631380000,SP500
2019-03-06,3903.942626953125,3919.510498046875,3871.460693359375,3897.0810546875,9175291529,Bitcoin
2019-03-06,138.7893524169922,139.9688262939453,136.1459197998047,137.958740234375,4589054219,Ethereum
2019-03-06,121.61000061035156,121.63999938964844,121.26000213623048,121.43000030517578,4820400,Gold
2019-03-06,2771.449951171875,2790.27001953125,2768.68994140625,2790.27001953125,3800180000,SP500
2019-03-07,3911.484375,3939.373291015625,3894.113037109375,3903.384765625,9584165519,Bitcoin
2019-03-07,138.0345001220703,140.85787963867188,137.27313232421875,138.9423828125,4339206292,Ethereum
2019-03-07,121.51000213623048,121.70999908447266,121.18000030517578,121.2699966430664,6088800,Gold
2019-03-07,2748.929931640625,2767.25,2739.090087890625,2766.530029296875,3932150000,SP500
2019-03-08,3901.131591796875,3950.43212890625,3875.228515625,3913.225830078125,10638638944,Bitcoin
2019-03-08,135.1270751953125,139.4990997314453,133.5576934814453,138.3113555908203,4678816794,Ethereum
2019-03-08,122.83999633789062,122.88999938964844,122.37000274658205,122.6999969482422,10427700,Gold
2019-03-08,2743.070068359375,2744.1298828125,2722.27001953125,2730.7900390625,3424300000,SP500
2019-03-09,3963.313720703125,3987.23779296875,3892.390380859375,3894.552490234375,10796103518,Bitcoin
2019-03-09,137.96533203125,139.11941528320312,134.6771240234375,134.88755798339844,5011918715,Ethereum
2019-03-10,3951.599853515625,3966.17431640625,3924.381103515625,3966.17431640625,9713267607,Bitcoin
2019-03-10,136.75868225097656,138.2703094482422,135.68568420410156,138.1804962158203,4578438499,Ethereum
2019-03-11,3905.227294921875,3966.384765625,3889.239013671875,3953.740234375,10125901903,Bitcoin
2019-03-11,133.8340301513672,137.35340881347656,133.10279846191406,136.8495330810547,4689807419,Ethereum
2019-03-11,122.23999786376952,122.54000091552734,121.91999816894533,122.5199966430664,6708700,Gold
2019-03-11,2783.300048828125,2784.0,2747.610107421875,2747.610107421875,3764850000,SP500
2019-03-12,3909.15625,3926.88916015625,3863.55908203125,3903.75830078125,9809887079,Bitcoin
2019-03-12,134.44288635253906,135.27346801757812,130.94415283203125,134.01284790039062,4709988000,Ethereum
2019-03-12,122.9800033569336,123.02999877929688,122.4000015258789,122.54000091552734,6289900,Gold
2019-03-12,2791.52001953125,2798.320068359375,2786.72998046875,2787.340087890625,3432340000,SP500
2019-03-13,3906.71728515625,3926.59765625,3891.904296875,3913.04736328125,9469184841,Bitcoin
2019-03-13,133.26307678222656,134.6117706298828,132.7197265625,134.6117706298828,4265162099,Ethereum
2019-03-13,123.83999633789062,123.87999725341795,123.43000030517578,123.55999755859376,7377300,Gold
2019-03-13,2810.919921875,2821.239990234375,2799.780029296875,2799.780029296875,3782250000,SP500
2019-03-14,3924.369140625,3946.50439453125,3901.296875,3905.576904296875,10480789570,Bitcoin
2019-03-14,133.7115936279297,135.18084716796875,132.7500762939453,133.2039031982422,4476532147,Ethereum
2019-03-14,122.41000366210938,122.5500030517578,122.12000274658205,122.33000183105467,6778200,Gold
2019-03-14,2808.47998046875,2815.0,2803.4599609375,2810.3798828125,3505670000,SP500
2019-03-15,3960.9111328125,3968.54296875,3914.015380859375,3926.663330078125,9394210605,Bitcoin
2019-03-15,137.69178771972656,138.3951416015625,133.56715393066406,133.56715393066406,4506861856,Ethereum
2019-03-15,122.97000122070312,123.4000015258789,122.91000366210938,123.05999755859376,9412000,Gold
2019-03-15,2822.47998046875,2830.72998046875,2810.7900390625,2810.7900390625,5969780000,SP500
2019-03-16,4048.725830078125,4077.036376953125,3961.657470703125,3963.900146484375,9856166973,Bitcoin
2019-03-16,142.39817810058594,144.55844116210938,137.91195678710938,137.91195678710938,4839003569,Ethereum
2019-03-17,4025.22900390625,4054.1220703125,4006.4111328125,4047.719482421875,8221625400,Bitcoin
2019-03-17,140.00054931640625,142.37191772460938,139.32351684570312,142.23829650878906,3827157729,Ethereum
2019-03-18,4032.50732421875,4071.556640625,4009.1171875,4029.968505859375,9646954186,Bitcoin
2019-03-18,139.37460327148438,142.2672119140625,138.841552734375,140.1048583984375,4551739879,Ethereum
2019-03-18,123.04000091552734,123.4000015258789,122.88999938964844,123.3000030517578,7783200,Gold
2019-03-18,2832.93994140625,2835.409912109375,2821.989990234375,2822.610107421875,3620770000,SP500
2019-03-19,4071.190185546875,4082.216064453125,4023.8125,4032.69189453125,9344919956,Bitcoin
2019-03-19,140.51919555664062,140.9890594482422,139.1430206298828,139.25401306152344,4251488129,Ethereum
2019-03-19,123.37999725341795,123.79000091552734,123.33999633789062,123.72000122070312,6558700,Gold
2019-03-19,2832.570068359375,2852.419921875,2823.27001953125,2840.760009765625,3650740000,SP500
2019-03-20,4087.476318359375,4089.4619140625,4031.11083984375,4070.7939453125,10175916388,Bitcoin
2019-03-20,140.6863555908203,140.94557189941406,138.30703735351562,140.48471069335938,4664134462,Ethereum
2019-03-20,124.18000030517578,124.41999816894533,122.6500015258789,123.66000366210938,11304900,Gold
2019-03-20,2824.22998046875,2843.5400390625,2812.429931640625,2831.340087890625,3779160000,SP500
2019-03-21,4029.326904296875,4097.35986328125,4005.1513671875,4083.953857421875,10831212662,Bitcoin
2019-03-21,136.6360626220703,141.00323486328125,135.8554229736328,140.47848510742188,5087247796,Ethereum
2019-03-21,123.68000030517578,124.37000274658205,123.11000061035156,124.36000061035156,7739800,Gold
2019-03-21,2854.8798828125,2860.31005859375,2817.3798828125,2819.719970703125,3612620000,SP500
2019-03-22,4023.96826171875,4053.90673828125,4021.54248046875,4028.5146484375,9252935969,Bitcoin
2019-03-22,137.1814422607422,138.79429626464844,136.22860717773438,136.562255859375,4490899266,Ethereum
2019-03-22,123.97000122070312,124.22000122070312,123.7300033569336,123.93000030517578,5874000,Gold
2019-03-22,2800.7099609375,2846.159912109375,2800.469970703125,2844.52001953125,4253730000,SP500
2019-03-23,4035.826416015625,4049.882568359375,4015.964599609375,4022.71337890625,9578850549,Bitcoin
2019-03-23,138.2398681640625,139.38539123535156,136.91201782226562,137.0398712158203,4436568613,Ethereum
2019-03-24,4022.168212890625,4040.69970703125,4006.19287109375,4035.16357421875,9144851065,Bitcoin
2019-03-24,136.98692321777344,138.3756103515625,136.31375122070312,138.3153533935547,4266845458,Ethereum
2019-03-25,3963.070556640625,4038.8408203125,3934.03125,4024.11279296875,10359818883,Bitcoin
2019-03-25,135.03102111816406,137.69534301757812,133.4901580810547,137.08135986328125,4480516753,Ethereum
2019-03-25,124.91999816894533,125.11000061035156,124.4800033569336,124.55999755859376,7288300,Gold
2019-03-25,2798.360107421875,2809.7900390625,2785.02001953125,2796.010009765625,3406110000,SP500
2019-03-26,3985.080810546875,3985.080810546875,3944.753173828125,3969.228759765625,10707678815,Bitcoin
2019-03-26,135.46035766601562,135.46035766601562,133.75733947753906,135.0543212890625,4499271679,Ethereum
2019-03-26,124.3000030517578,124.51000213623048,124.06999969482422,124.4800033569336,5056100,Gold
2019-03-26,2818.4599609375,2829.8701171875,2803.989990234375,2812.659912109375,3288570000,SP500
