Date,Close,High,Low,Open,Volume,Asset,Daily_Return,Log_Return,Cumulative_Return,Rolling_Mean_30,Rolling_STD_30
2019-01-17,122.11000061035156,122.26000213623048,121.80999755859376,122.02999877929688,8558500,Gold,-0.001308546962521917,-0.0013094038577051105,0.006428737884492941,,
2019-01-17,2635.9599609375,2645.06005859375,2606.360107421875,2609.280029296875,3802410000,SP500,0.0075914003822110665,0.007562730706235749,0.05017068727098084,,
2019-01-18,3657.83935546875,3682.52001953125,3637.080810546875,3677.990478515625,5002961727,Bitcoin,-0.005633885824214646,-0.005649816019732142,-0.048310055136683405,,
2019-01-18,121.01026153564452,123.84169006347656,120.2418975830078,123.65465545654295,2305389800,Ethereum,-0.022075452887308722,-0.022322762115071032,-0.14067059634678258,,
2019-01-18,121.0199966430664,121.5199966430664,121.0199966430664,121.2300033569336,10896000,Gold,-0.008926410300850951,-0.008966489387798326,-0.0025550579684315844,,
2019-01-18,2670.7099609375,2675.469970703125,2647.580078125,2651.27001953125,4009010000,SP500,0.01318305304897005,0.01309691283985578,0.0640151431517475,,
2019-01-19,3728.568359375,3758.533447265625,3652.3779296875,3652.3779296875,5955691380,Bitcoin,0.019336279435154813,0.01915170905873867,-0.029907912427179273,,
2019-01-19,124.5190200805664,125.90422821044922,121.1610336303711,121.61442565917967,3048261797,Ethereum,0.028995545504943543,0.02858312788719133,-0.11575387151941974,,
2019-01-20,3601.013671875,3743.387939453125,3583.01953125,3725.446044921875,5582489560,Bitcoin,-0.034210097604695955,-0.03480896076891464,-0.06309485742858878,,
2019-01-20,119.4748306274414,125.07038879394533,118.70232391357422,124.63240051269533,2964108269,Ethereum,-0.04050938924721137,-0.04135274914475369,-0.15157414212837927,,
2019-01-21,3576.032470703125,3608.8408203125,3558.537109375,3600.372802734375,5004347059,Bitcoin,-0.006937269182559769,-0.006961443903655484,-0.06959442060113119,,
2019-01-21,117.15785217285156,119.71543884277344,116.15744018554688,119.63645935058594,2421720343,Ethereum,-0.019393025647509665,-0.01958353745857087,-0.16802768655009404,,
2019-01-22,3604.5771484375,3620.74658203125,3539.721435546875,3575.081298828125,5313623556,Bitcoin,0.007982219951364833,0.00795053055647093,-0.06216771862239234,,
2019-01-22,118.74755096435548,119.66434478759766,114.67668151855467,117.11075592041016,2552507405,Ethereum,0.013568862539051318,0.013477629879542844,-0.15673876859259572,,
2019-01-22,121.4499969482422,121.5,120.9000015258789,121.18000030517578,7896500,Gold,0.0035531343340227117,0.0035468368649853345,0.0009889979013981698,,
2019-01-22,2632.89990234375,2657.8798828125,2617.27001953125,2657.8798828125,3923950000,SP500,-0.014157306164566674,-0.014258476827972471,0.04895155500641302,,
2019-01-23,3585.123046875,3623.06787109375,3565.31396484375,3605.55712890625,5433755649,Bitcoin,-0.005397055122244532,-0.005411671839448025,-0.06722925114040768,,
2019-01-23,117.45260620117188,119.42279815673828,116.37664794921876,118.71381378173828,2556952198,Ethereum,-0.010905022905039252,-0.010964918507288406,-0.1659345516360251,,
2019-01-23,121.27999877929688,121.54000091552734,120.86000061035156,120.95999908447266,5224900,Gold,-0.0013997379433263735,-0.001400718491595256,-0.0004121243798166363,,
2019-01-23,2638.699951171875,2653.18994140625,2612.860107421875,2643.47998046875,3358770000,SP500,0.0022029127742235755,0.002200489919450871,0.051262303786478336,,
2019-01-24,3600.865478515625,3616.08740234375,3569.0927734375,3584.500244140625,5262869046,Bitcoin,0.00439104360848841,0.004381431105509742,-0.06313341410544282,,
2019-01-24,117.36288452148438,118.0321044921875,116.00679779052734,117.46278381347656,2520843420,Ethereum,-0.0007638968822354375,-0.0007641888001316967,-0.16657169163161067,,
2019-01-24,121.08999633789062,121.36000061035156,120.91999816894533,121.16000366210938,5662500,Gold,-0.0015666428373899421,-0.0015678713054947328,-0.001978121565498814,,
2019-01-24,2642.330078125,2647.199951171875,2627.010009765625,2638.840087890625,3449230000,SP500,0.0013757255543636049,0.001374780110977555,0.05270855220213644,,
2019-01-25,3599.765869140625,3612.927734375,3575.597412109375,3607.390380859375,5265847539,Bitcoin,-0.0003053736335224544,-0.00030542026954499585,-0.0634195084589032,,
2019-01-25,116.37834167480467,117.80299377441406,115.83015441894533,117.59495544433594,2606881898,Ethereum,-0.008388877375448911,-0.008424262037951984,-0.17356321951174092,,
2019-01-25,122.86000061035156,122.91000366210938,122.0199966430664,122.0199966430664,11103300,Gold,0.01461726258147622,0.014511460180241248,0.012610226293636506,,
2019-01-25,2664.760009765625,2672.3798828125,2657.330078125,2657.43994140625,3821000000,SP500,0.008488694060713842,0.008452867700518018,0.06164467303687737,,
2019-01-26,3602.46044921875,3654.93310546875,3593.345947265625,3599.71533203125,5098183235,Bitcoin,0.0007485431486600191,0.0007482631299659863,-0.06271843754879147,,
2019-01-26,116.48873901367188,118.08411407470705,115.98057556152344,116.37352752685548,2412181169,Ethereum,0.000948607251817446,0.0009481576082926174,-0.17277925558860108,,
2019-01-27,3583.9658203125,3612.67138671875,3567.245849609375,3604.687255859375,5570752966,Bitcoin,-0.005133888120898322,-0.005147111803203804,-0.06753033622819671,,
2019-01-27,113.40528869628906,116.68540954589844,113.40528869628906,116.51031494140624,2775888287,Ethereum,-0.026469943305171495,-0.02682657976737662,-0.19467574179403258,,
2019-01-28,3470.450439453125,3586.7509765625,3439.23291015625,3584.283203125,6908930483,Bitcoin,-0.03167312037855241,-0.0321855631491495,-0.09706456013818932,,
2019-01-28,106.58997344970705,113.688232421875,103.33646392822266,113.28523254394533,3366895505,Ethereum,-0.06009697894102739,-0.06197857812658306,-0.24307329678013512,,
2019-01-28,123.29000091552734,123.29000091552734,122.72000122070312,122.75,8522200,Gold,0.0034999210730881636,0.0034938106026215594,0.01615428216346615,,
2019-01-28,2643.85009765625,2644.969970703125,2624.06005859375,2644.969970703125,3630820000,SP500,-0.007846827493937836,-0.007877775848708898,0.05331413042769895,,
2019-01-29,3448.116943359375,3476.0654296875,3400.81982421875,3468.8701171875,5897159493,Bitcoin,-0.006435330653293936,-0.006456126661071388,-0.10287524825227745,,
2019-01-29,105.59821319580078,107.16578674316406,103.99922943115234,106.72195434570312,2900418606,Ethereum,-0.009304442264208013,-0.00934799897828878,-0.25011607758848164,,
2019-01-29,123.9800033569336,124.0,123.45999908447266,123.70999908447266,11610200,Gold,0.005596580714432919,0.005580978043920208,0.02184127162191074,,
2019-01-29,2640.0,2650.929931640625,2631.050048828125,2644.889892578125,3518070000,SP500,-0.0014562465775435074,-0.0014573079351148383,0.05178024533018544,,
2019-01-30,3486.181640625,3495.1748046875,3429.387939453125,3443.89697265625,5955112627,Bitcoin,0.01103927096757329,0.010978782970954,-0.0929716450260174,3709.68037109375,175.87548665925564
2019-01-30,108.90753936767578,109.4529800415039,104.8437957763672,105.4072036743164,2874370355,Ethereum,0.031338846290313915,0.030857808934199052,-0.22661558060844933,128.8784060160319,16.427067185107635
2019-01-30,124.69000244140624,125.06999969482422,123.6999969482422,123.91000366210938,12104000,Gold,0.005726722578225596,0.00571038723811713,0.0276930731034708,,
2019-01-30,2681.050048828125,2690.43994140625,2648.340087890625,2653.6201171875,3883270000,SP500,0.01554926091974429,0.015429609891560045,0.0681346507950571,,
2019-01-31,3457.792724609375,3504.804931640625,3447.915771484375,3485.4091796875,5831198271,Bitcoin,-0.008143269325041613,-0.008176606850343018,-0.10035782120601999,3696.822794596354,179.8091166206678
2019-01-31,107.0610122680664,110.45835876464844,106.52535247802734,108.90077209472656,2828796031,Ethereum,-0.016954997884723433,-0.017100379501093596,-0.2397283118033111,127.7531260172526,16.73426274718697
2019-01-31,124.75,125.2300033569336,124.62000274658205,125.18000030517578,10209500,Gold,0.0004811737703025454,0.0004810580433256342,0.028187572054169774,,
2019-01-31,2704.10009765625,2708.949951171875,2678.64990234375,2685.489990234375,4953800000,SP500,0.008597395948725328,0.008560648809767757,0.07731782731449566,,
2019-02-01,3487.9453125,3501.9541015625,3431.591552734375,3460.547119140625,5422926707,Bitcoin,0.008720183739189036,0.00868238253365107,-0.09251277610741215,3681.640657552083,177.48415688705344
2019-02-01,107.60978698730467,108.63871002197266,105.04650115966795,107.1476821899414,2541271519,Ethereum,0.005125812913707728,0.005112720654616807,-0.23583130136602615,126.17186279296875,16.301872503875348
2019-02-01,124.5,125.0500030517578,124.37000274658205,124.88999938964844,12485500,Gold,-0.002004008016032066,-0.002006018726865743,0.026127075917788734,,
2019-02-01,2706.530029296875,2716.659912109375,2696.8798828125,2702.320068359375,3782490000,SP500,0.0008986100931438479,0.0008982065848071141,0.07828591598764434,,
2019-02-02,3521.060791015625,3523.287353515625,3467.57470703125,3484.6259765625,5071623601,Bitcoin,0.009494265405179059,0.009449478125773406,-0.0838968515519668,3671.1179768880206,177.32942849076773
2019-02-02,110.43025970458984,110.65387725830078,106.7640151977539,107.46641540527344,2385157838,Ethereum,0.026210187718501032,0.025872587091437266,-0.21580229632622705,124.88170445760092,15.949637397067706
2019-02-03,3464.013427734375,3521.38818359375,3447.92431640625,3516.1396484375,5043937584,Bitcoin,-0.01620175471744556,-0.016334438234447555,-0.09873933005900148,3657.9945068359375,177.61176155056216
2019-02-03,107.49266815185548,110.82735443115234,106.5639877319336,110.49031829833984,2519334757,Ethereum,-0.026601327938489572,-0.02696154581063948,-0.23666299661026358,123.3120620727539,15.226676176008981
2019-02-04,3459.154052734375,3476.223876953125,3442.5869140625,3467.211669921875,5332718886,Bitcoin,-0.0014028164443861124,-0.0014038013125416823,-0.1000036333474732,3645.1264892578124,177.56575080073435
2019-02-04,107.82160186767578,108.70103454589844,107.06742095947266,107.62582397460938,2491888675,Ethereum,0.003060057225071411,0.0030553847795015336,-0.2343271416978765,121.71816228230794,14.193772852842347
2019-02-04,123.95999908447266,124.29000091552734,123.81999969482422,123.98999786376952,6878900,Gold,-0.004337356751223598,-0.0043467903708823,0.02167639671744337,,
2019-02-04,2724.8701171875,2724.989990234375,2698.75,2706.489990234375,3369450000,SP500,0.006776236617404008,0.006753381117479676,0.08559263649559079,,
2019-02-05,3466.357421875,3478.148193359375,3451.93701171875,3454.950927734375,5227549545,Bitcoin,0.0020824077305636735,0.0020802425249583987,-0.09812947395607674,3624.783984375,160.57060299826057
2019-02-05,107.44351959228516,108.1347885131836,106.90989685058594,107.62816619873048,2515863999,Ethereum,-0.0035065540563441466,-0.003512716427027236,-0.23701201496498847,120.04140625,12.681554625772655
2019-02-05,124.27999877929688,124.41999816894533,124.0500030517578,124.29000091552734,6291100,Gold,0.002581475453272253,0.0025781491687657575,0.02431382925675707,,
2019-02-05,2737.699951171875,2738.97998046875,2724.030029296875,2728.340087890625,3597620000,SP500,0.00470842037697472,0.0046973704373502,0.09070406298636025,,
2019-02-06,3413.767822265625,3469.091796875,3398.5654296875,3469.091796875,5482196038,Bitcoin,-0.015171430181290635,-0.015287693750092953,-0.11181213967451598,3604.401302083333,146.1455563430358
2019-02-06,104.9192886352539,107.56930541992188,102.93456268310548,107.56930541992188,2593048199,Ethereum,-0.023493561702091714,-0.02377393544811335,-0.2549373202693631,118.48207524617513,11.473130465317334
2019-02-06,123.44000244140624,124.19000244140624,123.4000015258789,124.16000366210938,6595100,Gold,-0.006758902044908699,-0.006781846869660204,0.017390592421565376,,
2019-02-06,2731.610107421875,2738.080078125,2724.14990234375,2735.050048828125,3486590000,SP500,-0.0022244379802809355,-0.0022269157175087858,0.0882778594434066,,
2019-02-07,3399.4716796875,3427.945556640625,3394.218505859375,3414.929443359375,5004962683,Bitcoin,-0.004187789950119369,-0.004196583300843028,-0.11553168386980506,3583.355428059896,126.79725468185134
2019-02-07,104.5353012084961,106.05887603759766,104.4091339111328,104.83577728271484,2326764622,Ethereum,-0.003659836353758772,-0.003666549940251104,-0.2576641277504702,116.95459747314453,10.044190353097317
2019-02-07,123.73999786376952,123.9499969482422,123.44000244140624,123.8000030517578,5935500,Gold,0.002430293392984062,0.0024273450059934865,0.019863150056411705,,
2019-02-07,2706.050048828125,2719.320068359375,2687.260009765625,2717.530029296875,4114040000,SP500,-0.009357140143940179,-0.009401193202230233,0.07809469099704747,,
2019-02-08,3666.7802734375,3695.614013671875,3391.023681640625,3401.37646484375,7735623101,Bitcoin,0.07863239318839477,0.07569393609415692,-0.04598382347317809,3571.0715576171874,95.48985152287655
2019-02-08,119.26774597167967,119.80581665039062,104.1944351196289,104.64505004882812,3656841347,Ethereum,0.14093272409288482,0.13184610690924448,-0.1530447110824762,115.9034184773763,7.772999636715416
2019-02-08,124.20999908447266,124.33000183105467,123.9800033569336,124.0500030517578,4235200,Gold,0.0037982966608791635,0.0037911013463212333,0.02373689285382463,,
2019-02-08,2707.8798828125,2708.070068359375,2681.830078125,2692.360107421875,3649510000,SP500,0.0006762010869560964,0.0006759725660127,0.07882369979894133,,
2019-02-09,3671.20361328125,3679.94140625,3646.559326171875,3671.5859375,6158833645,Bitcoin,0.0012063280354683847,0.0012056010064354034,-0.04483296701314343,3570.8141927083334,95.19910384279012
2019-02-09,119.4308853149414,120.68973541259766,118.00040435791016,119.214111328125,2884650400,Ethereum,0.0013678412544197993,0.001366906611769257,-0.15188621069764574,115.59694188435873,7.427692980105317
2019-02-10,3690.188232421875,3695.0361328125,3640.97998046875,3673.201416015625,6282256903,Bitcoin,0.005171224791767015,0.005157899926351539,-0.03989358357188322,3570.9082845052085,95.31959044181224
2019-02-10,124.80648803710938,124.85362243652344,117.10577392578124,119.40896606445312,3148766590,Ethereum,0.04501015552210297,0.04402660357252224,-0.11371247714070676,115.50554733276367,7.291179532208576
2019-02-11,3648.4306640625,3695.613037109375,3642.287841796875,3695.613037109375,6277056434,Bitcoin,-0.011315836951756086,-0.011380348161982145,-0.050757991236518585,3570.4792724609374,94.92687848808765
2019-02-11,121.29839324951172,124.8715362548828,120.31175231933594,124.8715362548828,3222473887,Ethereum,-0.02810827259681059,-0.02851087228670333,-0.13862448843238773,115.34994277954101,7.10773302895359
2019-02-11,123.5999984741211,123.81999969482422,123.19000244140624,123.19000244140624,4821800,Gold,-0.004911042708701019,-0.004923141507008373,0.018709277250546608,,
2019-02-11,2709.800048828125,2718.050048828125,2703.7900390625,2712.39990234375,3395330000,SP500,0.0007091030986317026,0.0007088518038183947,0.07958869702734606,,
2019-02-12,3653.528564453125,3668.5869140625,3618.556884765625,3642.751953125,6480384532,Bitcoin,0.0013972858086190865,0.0013963105132088508,-0.049431628848728315,3573.831787109375,96.05585550853394
2019-02-12,122.5722885131836,123.46829986572266,119.60002136230467,121.17857360839844,3149576429,Ethereum,0.010502161071923366,0.010447396475702446,-0.12957818406649424,115.53909225463867,7.224883419964727
2019-02-12,123.86000061035156,124.02999877929688,123.61000061035156,123.95999908447266,4271900,Gold,0.002103577179937588,0.0021013677593768472,0.020852210839161556,,
2019-02-12,2744.72998046875,2748.18994140625,2722.610107421875,2722.610107421875,3843020000,SP500,0.0128902247439735,0.012807852902838604,0.09350483796308207,,
2019-02-13,3632.070556640625,3669.74658203125,3617.246337890625,3653.60400390625,6438903823,Bitcoin,-0.005873228423961097,-0.0058905436608690425,-0.055014534025092376,3571.365730794271,93.45885235775143
2019-02-13,122.55360412597656,125.55069732666016,121.61249542236328,122.5442886352539,3386585799,Ethereum,-0.00015243565600087106,-0.0001524472754963132,-0.12971086738700355,115.32192153930664,6.894542513532158
2019-02-13,123.37000274658205,124.5500030517578,123.30999755859376,123.83999633789062,7640500,Gold,-0.003956062177901898,-0.003963908091330056,0.01681365601863316,122.73366622924804,1.2085264619982319
2019-02-13,2753.030029296875,2761.85009765625,2748.6298828125,2750.300048828125,3684910000,SP500,0.003023994668760688,0.0030194315937109753,0.09681159076334644,2642.5796712239585,75.17691801533503
2019-02-14,3616.880859375,3646.256591796875,3607.69775390625,3631.170166015625,6271044418,Bitcoin,-0.004182104127314679,-0.004190873583172263,-0.05896656164259839,3570.9059163411457,93.19053809474663
2019-02-14,121.39020538330078,124.45198822021484,121.33489227294922,122.41698455810548,3331701628,Ethereum,-0.009492978611056468,-0.009538324136759825,-0.13797250350833357,115.30050455729166,6.873944656502019
2019-02-14,124.05999755859376,124.1999969482422,123.52999877929688,123.83999633789062,6276500,Gold,0.005592889654295163,0.005577307519395154,0.02250058259572585,122.82466608683268,1.2019524619262218
2019-02-14,2745.72998046875,2757.89990234375,2731.22998046875,2743.5,3845390000,SP500,-0.002651641555101225,-0.0026551633836986214,0.09390323957116165,2650.4363362630206,73.13527009459352
2019-02-15,3620.810791015625,3647.795166015625,3608.20654296875,3617.368408203125,6091952231,Bitcoin,0.0010865526937218206,0.0010859628225890826,-0.057944079225268896,3569.766048177083,92.33155551628428
2019-02-15,122.1003875732422,123.66012573242188,121.37191772460938,121.45369720458984,3021741615,Ethereum,0.005850407680742853,0.005833360502042836,-0.13292929122184716,115.2522819519043,6.81895232691134
2019-02-15,124.8000030517578,125.0,124.18000030517578,124.58999633789062,12190100,Gold,0.005964900110646321,0.005947180522780987,0.028599696433986965,122.90366617838542,1.2519635131982738
2019-02-15,2775.60009765625,2775.659912109375,2760.239990234375,2760.239990234375,3648680000,SP500,0.01087875260858695,0.010820004664957538,0.10580354229218814,2661.360009765625,65.96116157553544
2019-02-16,3629.78759765625,3652.84130859375,3615.270263671875,3615.270263671875,5934744052,Bitcoin,0.00247922555437019,0.002476157344838119,-0.055608510112838405,3568.140169270833,90.76583426825987
2019-02-16,123.26021575927734,124.1348114013672,122.29530334472656,122.39645385742188,2905833287,Ethereum,0.009498972190726374,0.009454140633264444,-0.12469301067177008,115.23622512817383,6.79880953395634
2019-02-17,3673.836181640625,3680.537353515625,3619.18212890625,3633.359375,7039512503,Bitcoin,0.01213530621263259,0.01206226371912486,-0.04414803019845337,3568.6733968098956,91.35603645760183
2019-02-17,133.598876953125,134.46009826660156,123.09161376953124,123.1820831298828,4236081130,Ethereum,0.08387670855646312,0.08054415905481749,-0.05127514143045098,115.65584564208984,7.517922414837725
2019-02-18,3915.71435546875,3936.6650390625,3669.982421875,3671.369873046875,9908216640,Bitcoin,0.06583804009467542,0.06376138183178885,0.018783390113915388,3574.9115966796876,107.59685457598663
2019-02-18,146.09837341308594,147.68658447265625,133.00193786621094,133.0325469970703,5387525773,Ethereum,0.09355989170737233,0.08943833028628886,0.03748745359740813,116.37515741984049,9.232112095519238
2019-02-19,3947.094482421875,4010.87939453125,3908.153076171875,3911.66162109375,9933626655,Bitcoin,0.008013895832135631,0.007981955101910685,0.026947814077798338,3586.4476236979167,127.24965887816295
2019-02-19,145.34619140625,149.9299774169922,145.1284637451172,146.39881896972656,5310842625,Ethereum,-0.0051484625684995455,-0.005161761567813907,0.032145988277273885,117.23753611246745,10.633594851558437
2019-02-19,126.6999969482422,126.79000091552734,125.93000030517578,125.9800033569336,15614000,Gold,0.01522430969570121,0.015109582852092532,0.04425941676540224,123.07899932861328,1.3995384816278915
2019-02-19,2779.760009765625,2787.330078125,2767.2900390625,2769.280029296875,3535270000,SP500,0.0014987433214488366,0.0014976213265920058,0.107460857966033,2669.6206787109377,64.70016165266703
